f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,label
-2.7081392,5.3636084,-4.970517,-0.39367628,-1.7335441,0.94274944,-0.6907948,-0.22812739,-1.1393279,1.239128,-2.6309469,-2.5394695,-1.560562,-0.8911768,1.0147885,4.232937,0.701506,-1.5840361,-1.1528425,2.8881845,-0.025576487,0.24847737,-0.32095796,-0.00863091,0.953921,1.9723372,0.70126367,-0.020451687,-0.7798365,0.54573315,-2.1747904,0.009620689,-0.27269134,-0.48545462,-0.55580866,-1.419187,0.08172363,-0.53760535,-2.9069154,0.59565437,1.047366,0.89006734,0.7695985,2.8292089,0.16302544,-1.1016645,-0.8151505,-1.6058445,-2.107134,-0.4196246,3
-6.373967,3.8434803,-3.4188232,0.6006658,-2.7688606,0.39039108,0.632667,3.450832,-1.9691043,-3.0697412,-5.038993,2.2452185,2.8731272,-1.5262024,-0.024517378,-2.205533,0.046980325,2.3331394,1.4675606,-3.901188,-1.1246659,0.7867422,4.2207165,-2.012616,1.1048335,-1.136298,1.3666108,-3.7708578,-0.707768,3.4440284,-1.057422,0.28190604,0.45964956,-0.97894347,-1.2460959,2.415568,-0.030544864,-1.4632518,0.21648502,-0.14238216,0.14244026,0.58688116,1.0162188,-1.2922071,1.6554382,-0.83674645,0.17445078,2.5379822,2.5260134,0.10258608,3
2.2439828,0.16401675,-5.094644,-0.5388685,-1.4585267,-0.9376069,-2.0886278,0.8711047,-2.9881365,-1.8452178,0.37661335,-1.9024649,1.4400767,3.685545,2.4672875,1.8069626,-1.8012924,-2.245263,-0.758713,1.5089873,1.6824893,-0.95617586,-2.6421719,-1.2949451,-0.83209175,-0.2998457,0.6468024,-1.4033008,0.3672171,1.3860568,-1.4609499,1.9791138,1.5926992,1.3892646,0.6265837,-0.63140464,-0.2344137,-1.16856,-0.18476222,1.7529788,-1.6754063,1.4046963,-1.9179784,-0.23115002,0.9093572,-0.91704583,2.2615113,-0.5020328,-1.3680527,0.4592923,3
-6.2303157,-1.3636085,-1.347155,-5.299951,0.50159985,3.4577794,3.4271054,-1.6320095,-0.34763464,1.6376562,0.73485416,1.3861521,2.3857865,0.5628356,-1.2774748,-0.38250723,0.57509184,-0.37424845,-1.4357486,-1.6317403,-0.9961147,0.38109705,-2.3954394,-1.2144144,-1.2275858,1.2917467,0.22322825,1.1438363,1.6250815,1.3788006,0.9514,0.39806023,-0.9016255,-0.59601086,-0.31084025,2.0394537,0.1575566,-0.0731135,-0.7942246,-0.027147306,-1.2593704,-0.6377688,0.6937356,0.5740939,-1.1601095,0.04673809,0.03449242,1.3421278,-0.21241486,0.95294935,3
-3.6621037,2.54115,0.52536535,-2.6195722,-2.3070338,-0.35682258,-1.0903578,2.5771224,0.2373517,1.4714887,-0.21832442,-1.6078697,0.12788516,-2.5339751,3.4640207,2.075796,0.86493874,-4.0693955,0.599275,-0.63639134,-0.32555413,-1.2305504,-2.3948982,-0.264844,1.1264414,1.504235,0.8003153,-0.9289697,-1.6821543,2.1032982,-1.7688657,0.43524173,-0.34917173,0.40272978,-2.4201806,-1.1845242,-0.30817842,0.48042694,0.30085167,-1.2760445,-1.0073658,0.49603426,-0.027616,2.2210956,-0.80798817,0.9952053,0.6784335,0.28661814,0.9763582,-1.5258032,3
-5.2326427,0.57168835,-3.4817224,-4.9207635,-1.143878,-1.475488,1.1388308,-1.6179223,-0.68251246,-1.5578365,-1.1392592,2.4313807,2.0498397,1.0843676,0.2749579,-2.989882,1.7276845,2.2377453,0.21766412,0.81055266,-2.3801935,0.1413797,-0.5352697,-0.7451748,0.22934052,-1.8946729,1.1307312,0.29423913,-1.3457588,0.28530636,-0.53478205,0.73242825,1.4656932,-0.003417481,-0.53173006,-1.6067435,-1.1301507,0.62237346,-1.4285465,0.21592477,-1.0838363,-0.80110294,0.55720794,0.79593724,0.17271166,-0.38575104,0.14773603,0.1540197,0.17215437,-0.8389219,3
-1.9310844,2.2037435,-9.1852665,1.9536533,-1.0759912,0.498856,-3.440834,-2.907732,2.451634,1.441669,3.3000581,3.2863243,7.450025,5.636239,1.4078456,-0.7796338,1.2334476,-2.1917732,-0.8995351,2.550582,1.6574068,-2.0841305,-1.1610235,-1.3122782,0.49254268,-1.465404,1.4649204,-2.1650302,-0.71146,-1.4307444,-1.3334855,-0.5816918,0.13113078,2.2764738,-0.34281072,0.79927444,-0.7083823,0.28680125,-1.4030881,-0.68146443,0.42352518,0.46960795,-1.4201342,-1.8937014,0.5480887,1.273561,2.0250845,-0.38278672,0.34253082,-0.56707746,3
-4.132139,2.597937,4.7458034,-0.08018098,0.35653087,1.356784,-0.1909174,1.3147693,-0.33591655,0.96907467,0.44970933,0.11783309,-1.0197569,0.12826255,2.8133879,0.8702175,-0.12820067,-4.493389,0.19630511,0.4979022,0.62977785,0.79779696,-0.014497585,-1.7012521,-1.5515304,-0.569064,-2.311109,3.2109287,0.84591067,2.099847,0.32921293,-0.85326076,-1.4465005,-0.42399943,1.8462837,-0.62972295,0.95450467,3.3868196,0.75152993,-0.88633174,-0.9306043,-0.24377134,1.6527542,-3.3050804,1.6416689,0.91137755,0.52925265,-1.7506772,-0.5433327,-0.50955015,3
-5.062936,3.499592,-0.028168056,-2.216154,-0.80444574,5.7908025,3.1309695,2.3369985,-0.6393333,-1.2149537,-1.779437,3.0188565,2.3665788,2.3585143,0.7864576,-1.1616898,1.8650675,1.1824583,-0.41559365,-1.1589173,-0.9362635,-0.45588884,0.3067375,-1.2642835,-2.9927661,-2.312521,0.043773085,-2.290839,1.5426834,1.5755934,-0.8422281,0.54698414,-0.22669849,-0.019405728,-0.28459534,1.7749224,0.7025771,0.15697566,1.4096708,1.2341999,-0.9751295,-0.5900715,1.4310448,0.02486977,0.12767121,0.37772527,1.0959753,-0.07752805,1.9336503,0.5864328,3
0.5236052,5.539493,-3.5316951,-0.49240673,1.045601,4.3926764,4.013088,3.8702457,-2.5785677,-1.0769596,-0.5577508,4.094709,3.5407505,3.3243093,1.2667835,-1.0208889,2.690038,0.21817143,3.216854,0.6679042,-0.42025793,-1.3477571,-0.1309738,-1.3479904,-0.10503812,-0.56878686,0.77129984,2.8115082,3.585475,0.5690434,0.8245901,1.3539923,0.51696205,-0.29002765,-0.8448047,3.222536,-1.3768681,-1.456755,-0.95417565,1.3685255,-1.5693232,-2.1823676,1.0253289,-0.81901723,-2.7185512,1.6859796,-0.32186756,1.5412621,-2.071689,-1.0734383,3
-1.8997376,4.2086306,-5.2706766,1.4674921,-1.4422839,2.9775014,-6.6715255,1.7484862,-0.9937221,1.849266,0.005401991,2.323681,-0.4001496,4.0426292,-2.7101703,-0.35048932,0.06616346,-0.12499434,-0.44468692,3.6419578,-2.1498408,-0.10525436,-0.6286338,0.66056854,1.1782781,-1.4240571,-0.9239482,-0.0975935,0.8149254,-1.3146794,-2.048292,-0.2396827,-0.8122051,0.7391989,2.340971,0.49850827,-0.71192706,1.137571,-1.5319551,1.4590836,-0.4719286,-0.3546834,-0.59318715,1.1248966,0.5688856,-0.38449585,0.18352395,0.14436264,-2.1995237,0.27977,3
-6.5106354,-3.7551606,-4.1483865,-6.562822,-2.711318,3.6191914,-3.305169,-3.1600149,1.949449,-0.5729798,-0.024867676,0.44937226,-0.53507346,-1.5105194,1.3355411,-0.71181625,-1.0655559,-0.88193524,-1.1817968,1.5816845,0.2652878,0.005876767,2.9059575,-0.058180127,-1.1098429,0.88555926,-0.7499059,-2.4037778,1.0488629,0.2004788,-0.42146438,0.15897661,-1.8572372,-0.84491694,0.9481309,-0.31828138,-0.3199585,0.65150356,-0.25527903,2.0471387,-0.594389,-0.6751004,-1.2461102,-0.36410826,-0.33670458,0.48148882,-1.3296385,0.0055788727,2.0323873,-0.56202453,3
-4.4553514,3.4512906,1.4177603,-2.1899207,3.917094,0.302602,4.3233724,0.43972692,-2.2321463,-0.3735374,0.7882118,0.7397849,3.4076533,1.6973095,-0.8991764,-1.1571157,1.2174156,-0.09792041,2.1916673,0.12257675,-0.7922446,-1.159324,0.21584634,-1.0783335,-2.6414201,-0.13814889,1.374904,2.0284204,-1.3349625,-0.826967,0.049004737,-2.0406046,0.37813658,-1.7214532,0.8722979,-0.29149136,0.8689946,-2.2293725,-0.6911152,0.012868451,0.09271111,-0.99709857,1.3674549,0.27461675,2.0721867,1.1523743,0.72021234,0.5271275,-0.9091662,-0.13049075,3
-0.52537876,3.1100185,-4.477446,1.5029238,-2.543951,-3.4544516,2.5443463,-0.7608207,-1.2513475,-0.19711718,-0.2650624,-1.1925582,-1.4653869,-1.0964488,-0.82795596,-1.4749533,2.3581283,0.71129537,-1.4664497,1.458309,0.99770385,1.8065431,-0.71531814,-1.1328937,2.8621664,-0.48805672,-1.9461999,0.61846906,1.7289827,-1.4402534,-0.15677378,-0.15144922,-0.26541656,-1.8379099,-1.6430931,-1.6178488,0.2890218,0.036914732,-0.33489513,-1.2518762,1.4488875,-0.36858484,-1.9715972,1.5556021,-0.13321164,-0.8126479,-0.120968595,0.6432197,-0.1243677,-1.0021061,3
0.21640752,1.8717597,-7.343244,1.3947419,1.3079255,2.3255236,3.5180004,0.6820566,0.7314729,-0.06433449,2.1898727,0.11037847,1.3870763,1.2979485,-1.8107098,-0.566337,1.5845374,-0.4235795,-0.021986542,2.011138,-0.71762025,-2.4746597,1.654577,-0.97112143,-1.051929,1.5392373,0.15897217,-0.8349451,-1.5239387,2.387705,2.3695016,1.9264662,0.9846128,-1.3096917,-0.638927,-0.6302938,1.3276501,2.4704099,-0.21631704,0.40041694,-0.91513896,-3.0264904,-0.95938206,0.42169,1.9451426,1.3031379,1.466518,1.3337659,-2.183447,-0.21056941,3
-0.9012717,1.6406126,-4.1442823,-3.569311,1.2891695,0.88852763,-0.7233352,1.6492138,-3.6662347,0.107425615,2.0615113,-0.87354356,0.34179407,2.333234,-1.0048542,1.6624712,-2.1201127,-2.0281286,1.2582661,2.0060105,0.45627162,-1.6313822,-2.1097798,-0.5861988,2.1246302,-0.9286683,-0.6933048,-0.8122533,-0.43951616,0.7370861,0.0907759,1.9908423,2.020162,2.1352267,2.025497,-0.088843115,-0.18733951,0.31663683,-1.7172637,0.36027125,0.094986424,-1.3621993,-0.78501475,0.120995566,2.6363142,0.18739349,1.2305775,0.064710855,-1.8969316,0.0149172805,3
-4.099003,0.04840593,-2.0353026,-5.0261846,-0.6657188,4.836671,-0.13426553,-2.5023546,-1.2082138,-1.7759076,-0.13978349,-0.84722596,1.9837275,-3.6080456,2.530349,1.8556994,1.5433285,-3.4500766,1.3670013,-0.18828966,1.2094985,-1.6064844,0.23470941,-0.9909249,0.11622851,-0.39688537,2.6626291,0.07707439,0.8164605,0.25660324,-0.4967404,-0.6042856,0.076567866,-1.3758464,1.3646985,-0.001813653,-0.28648832,0.44315416,-0.59911495,0.8794628,-1.8575349,1.7556223,0.12997633,0.2556337,-2.1760192,0.0811686,-0.10341353,0.01026618,-1.6614177,0.12148378,3
-3.786921,2.2832866,-1.9458905,-2.624727,-2.1570206,1.0093184,1.498401,-2.6307473,-1.8374937,-2.6867042,-1.2676255,-2.348083,-2.1118362,-0.5424825,3.129285,0.37363335,3.2765312,1.6758139,2.5772438,0.32576987,0.66651857,-0.16085753,0.7709022,-3.3381217,-0.336482,0.30744016,-1.4992597,-0.86908394,-0.3848102,-2.1840692,0.12051718,-0.30107126,0.60302174,1.5810294,-3.289533,-1.207478,0.89634097,0.64497507,-0.63873726,-0.53886503,-2.3412554,-1.0234329,0.7501129,2.0363383,-0.76775926,0.37811553,1.1072687,-1.0985612,1.5321809,0.99855536,3
-3.7037568,6.3911104,-1.5492488,-1.8338938,-2.7789032,0.3219611,0.54361314,1.2911483,-2.074819,2.2691908,-1.3687562,-1.2258356,-0.54054683,1.7372216,-1.0519029,-3.2304738,1.7607062,-1.507899,0.057797544,1.3427315,2.197802,0.67700124,-2.864864,-0.73528355,1.243165,2.3941474,-0.23735334,1.2063549,1.3994782,2.3807082,-0.22442581,2.2402976,0.31180266,0.6346077,0.41890332,0.773017,1.082982,0.4304117,-0.3189585,-1.9265871,1.1363611,2.164022,-0.083572246,-2.3653822,0.06152579,1.1126626,-1.3756714,-0.62045306,-0.6875375,-0.07008504,3
-3.8938012,-0.07251803,-6.8924,-3.1610088,-2.4240937,-1.3643409,-3.1012952,-0.47513875,-0.84015983,2.4131722,-1.5422457,0.9764408,3.2554994,-1.3103036,-2.1107168,-2.8464441,-3.109987,-2.1832967,-1.2014077,2.1415908,1.2436996,-1.0211694,-1.6333177,-2.628215,-0.30845574,-3.9689572,3.1473002,-0.05565686,0.9345436,-1.0892935,-0.22769102,0.14745738,-2.1220489,0.15495841,1.5211985,0.99791807,-1.7010454,-0.5541592,-0.5243155,0.52599156,-1.697662,0.6208508,-0.47027168,-1.6510924,0.9434163,0.068746224,-0.64581186,0.15355693,0.104163304,-1.7992798,3
2.9882789,2.795076,-4.349358,0.04446013,-2.6406865,-0.85431045,-1.6765463,2.292962,-2.4641287,2.7297847,0.18414177,0.6089832,0.54104483,2.1582484,0.9355827,-0.017043259,-1.2653426,-1.4590148,1.0604511,-0.18150312,1.3600736,0.4932677,-0.8145186,-1.0925652,0.76311475,-0.947198,1.2197833,-0.54747087,3.0210257,1.1693227,-1.4819074,3.9238849,-0.4018416,1.2561022,0.3624332,-0.81016153,-1.087466,1.2798395,-1.2508624,1.2316583,-0.6401909,1.9176457,0.081298724,1.2226005,-2.5280085,-0.42515093,1.7952572,0.91543597,-0.90227425,1.3128339,3
-4.0541644,4.2854714,-3.359401,-0.8269398,-3.7867095,-2.3496826,0.7667568,-2.248635,-1.9363135,-0.72968936,0.9627262,3.0410533,4.5159197,1.7417316,-4.0165067,-0.26884028,2.6402879,2.0225449,0.5523088,-3.9302268,-0.26079106,-0.41290537,0.35786098,-2.0892334,-0.5928524,2.4288406,-0.2314245,1.6568437,-0.24412857,0.8319914,2.1669493,0.17148823,-1.9160973,0.37494725,-1.5852659,1.7183875,0.35354576,-1.645819,1.5805842,-0.26503652,1.0747683,-0.3088801,-0.44773972,-0.7333258,-0.08435882,1.0163031,-0.4541119,0.40037414,2.1956482,0.4856878,3
-2.6763408,4.704309,-3.7367365,-2.132236,1.0183975,3.9373732,2.6319191,2.91659,1.1681433,-1.5909094,0.2682399,2.049685,-0.31654117,-1.9183499,2.8029025,0.4002545,-0.0052899183,2.4775512,2.116034,-0.08283687,-0.7311243,-0.86246735,4.240566,0.9817843,0.09606488,-0.6761015,0.68030196,-3.5229797,0.47137955,-1.7363709,2.3363907,0.07421723,0.48806626,-0.40393502,0.025112981,0.5289654,0.16620308,-1.0686195,1.6447934,-0.719259,-2.6982744,0.69889015,1.9889363,-1.9658052,-0.023865309,-0.48631036,1.0215719,-0.15327418,1.3812015,-0.39092422,3
-0.2961204,-0.1041349,-1.6234617,1.5621744,-2.7255504,-1.1590589,2.1834242,-5.351802,0.33830768,1.2062968,0.3988752,-0.43904203,-2.0491414,0.71272606,-1.4439214,-0.10050611,0.97355324,-0.18915598,1.7339053,0.075684264,-0.081854664,-0.57488835,-2.1609943,1.1170229,2.0766706,-0.59280837,1.3017328,1.071582,0.8345069,-0.11573123,2.1072085,2.1873956,-3.2339685,-0.35791054,-1.4724083,-2.3364234,0.72889423,0.04355828,0.6990605,-0.9461744,0.9538065,1.5800173,-2.2204282,0.09315327,1.2801417,-0.6971145,0.63412976,1.3495318,-0.3633849,-2.3949795,3
-3.5788572,6.1678567,-3.133627,-0.2783658,0.31107002,1.8393264,-0.33309177,-1.6218635,-4.601652,-0.47756982,0.2294062,-0.3418682,-1.5910591,1.7198983,3.0076442,-3.860598,1.2871324,-0.47373316,0.25739172,-2.0161178,-1.3229628,-0.3758563,1.8768976,-1.9984509,3.610903,-0.7860183,1.9338294,1.0271372,-1.9121298,-0.5092836,-0.26616517,0.52075225,-0.9718673,-3.0298276,-1.116504,-0.8744717,2.010518,2.0392933,1.68079,-0.6802959,-1.1543959,0.21657687,0.44246295,-0.69580305,1.0045035,-0.8295984,1.825891,-1.6451887,-0.032099623,0.6029192,3
-0.98315555,-1.7092074,-2.69493,-4.2471986,-1.9376419,2.819495,-0.77207386,-2.6881175,1.047623,1.5823843,-1.695552,-0.39948663,-1.7215201,-1.4778476,-0.98992336,0.13055724,2.0040572,-1.2013892,0.5652925,2.8692336,-0.34900248,0.7077267,1.6448556,2.5268269,-1.2327448,1.1051351,-2.6536474,-1.7235975,1.4319955,-0.27773017,-0.26523778,1.0858754,-0.48497072,-0.45070586,-0.19960587,-1.0739802,1.3343863,0.64610463,-1.0016992,2.0472188,-0.73557085,1.247487,-1.2924781,-0.4363169,-0.38828257,1.264237,-0.61430687,1.1432831,-0.57727194,-0.6184953,3
-3.021051,6.2835956,-2.940902,-0.77726823,-2.6924057,0.3620625,-0.79831344,-0.7600799,-0.18822259,2.4320586,2.1498303,-1.8633817,-0.9215175,-2.503544,1.613195,-2.624461,-2.8332217,-2.6826727,-3.0010183,-0.023195483,-2.9618583,1.022521,-2.0968895,-0.73289204,2.702733,0.3494852,2.418756,-1.7327332,0.6143467,0.46021467,-1.3340319,-3.3383915,-2.8641083,-1.1274493,0.5642703,-0.032246802,-0.064025804,0.122755826,-0.55524933,-0.82173896,-1.5121703,2.0098999,-1.7864652,1.4168681,-3.240175,0.30462036,-0.6243189,-3.1396632,0.9862213,-0.7644289,3
-0.9282494,0.7895762,-0.71646386,-1.5326667,-2.8148084,1.1798134,1.9839798,-3.3467212,2.25721,0.14826044,-0.407393,1.9938021,2.1558566,-0.98727787,0.13860364,2.82318,0.8391905,-1.166558,-0.3662619,0.89250207,0.65867376,1.8564658,-1.5763493,-1.3722793,1.3176373,0.9313883,-0.60434204,0.5176411,-0.47096705,-1.8786175,-0.0611269,-0.81471753,2.1664128,0.47929454,-0.41505963,-1.1750118,2.4768765,0.41647366,0.05681354,-1.237052,-1.1017925,2.07808,0.6472946,-0.08870415,-0.36674416,0.51758045,0.8045528,-0.34631944,-0.49297225,0.79373765,3
-2.8194737,1.3711967,-5.8951,0.5189597,0.6628701,3.3558674,-2.4637017,-2.4634147,0.7339158,2.8387125,-0.81029457,-2.2548716,-1.5043418,1.0385162,0.15388611,-0.9180981,-4.2927313,-2.11967,-2.2055633,1.5068684,-0.65308434,2.0991993,-0.49601582,2.3841083,-0.031662755,-0.88471735,-1.2013338,-1.0559888,-0.6423443,2.0345678,0.11554476,-1.8785646,1.1690484,-0.6920584,0.5429969,-1.1282263,-0.02723836,0.90266514,0.8291314,1.7675271,-0.15616655,0.9681896,-0.47679973,-0.89697564,-1.7094781,-1.5567735,0.46986416,-0.3848973,-1.1577916,-1.0443454,3
-3.4993517,0.8910573,-3.4822202,-2.8869917,-5.2033854,2.395003,-2.3340333,-3.665407,1.8283594,1.2226429,-2.8706024,0.39530206,0.8190256,0.39236546,-0.3407136,1.2714149,4.1861796,1.2121105,1.0363357,0.9596842,-0.38402432,1.280662,0.8414261,-1.7146764,-0.5641565,-0.69116646,1.1576345,-0.024640882,-0.18739574,0.9179179,0.5045842,0.76502967,0.37024018,0.59398943,-0.28390902,0.065799974,1.5965642,-1.1512833,-0.037029594,0.87056905,-1.795705,-1.0143781,-0.84710944,-0.56420743,0.010399851,0.13522469,0.7529271,-0.2483253,0.582366,-0.47538492,3
-4.6169815,0.44587362,-3.2857702,2.927147,-3.3910239,-2.5767045,-1.5861402,-0.59291214,0.7436804,0.2380241,-2.772882,-2.8795269,2.1958134,1.3832144,-0.5423118,1.6370131,-3.356642,0.50644755,-2.2769873,2.2112582,-1.056682,0.13843611,0.09340785,2.1928163,-0.3225629,-0.20605019,-0.8984443,-1.7761874,1.4031823,1.1508459,0.5076761,1.3194298,-0.14344761,0.52973634,-0.9484719,0.46569705,0.54441833,0.9198991,1.120131,0.08643166,1.2261126,-0.86380404,-2.3124166,3.273855,1.9325252,1.701518,0.11835038,-0.009624051,-1.5170338,0.3659776,3
-3.3715718,-4.6034756,-1.9626309,-4.8457565,-0.093853675,-0.3599469,2.2630408,-1.6529608,0.59650344,1.6921914,-0.093244515,2.0326004,0.5832243,1.1225544,-0.41140786,-1.6761538,-1.1132127,0.28778076,-0.3920635,0.12925719,-3.498122,-0.09265184,1.7338789,-0.9939305,0.18815023,0.11942,-0.64434075,0.5393935,-0.79987806,2.550062,-0.9778145,0.94866514,-1.1396209,-0.92142123,0.5503728,0.5777748,-0.5804684,1.8039062,0.3950457,0.85650164,-0.82651305,-0.0038069605,-0.6235798,-0.36438087,0.69146633,-1.0293717,0.005115042,0.13190879,-0.42864028,-0.35535416,3
-4.1586986,3.1492007,-1.1726981,-1.7350267,-0.119798094,4.445631,4.3749113,-1.2367089,-0.8136677,3.8627753,-2.0061944,1.069832,3.4449444,4.6016283,-0.31545368,0.586711,2.253221,-1.6217197,-0.69760025,-0.88187796,0.51364195,-0.4917237,0.33385432,-1.8167664,-1.3584778,-0.12526862,-0.019283323,0.15754518,-0.9019719,0.43716234,0.99636096,0.64571553,-2.1209931,-1.1529826,-1.5845606,-0.63414425,0.7883633,-0.16644031,1.3082255,0.99377406,-1.2076824,-0.966117,0.059541874,0.4410295,0.14434992,-1.5659866,-0.06429305,1.2492993,0.59472257,0.86591864,3
-2.5422876,3.1901095,-2.7369878,1.6606762,-3.356808,-1.231245,5.500195,2.2649238,-2.0689015,-2.013883,-1.8762819,1.5593026,3.4278274,-0.05068013,-2.5558465,-2.027001,0.5332971,-0.42147803,0.49322513,-0.36708063,0.6768967,-0.6802921,-1.326762,2.794037,0.6671016,0.33208457,-2.0119011,-3.1617455,0.86315536,2.9205832,-1.2647954,1.067342,1.6547165,0.43742588,-2.1049573,2.4790528,-1.777892,0.4670627,1.9808934,-0.27230036,-0.9616402,0.7637499,0.6581067,0.60855156,0.73628515,-0.034800693,-0.6337332,0.78664565,-1.5351404,0.44474503,3
0.30822334,-0.1278423,-3.2636683,-0.26990995,-4.42661,-0.19383723,3.2317505,-2.8896194,0.33268872,-0.8708671,4.700031,0.049107794,0.5477201,1.7773834,0.16674407,0.16626133,-2.1528022,-0.49022728,0.62125087,0.14051813,1.0244757,-0.72803617,1.3714402,-0.6694269,-0.061363008,-1.3894424,1.3101522,-1.9319038,-0.6057851,-0.8156405,-0.28610614,-1.2177324,0.22910888,0.04698929,-0.145511,-0.5686997,-0.22281188,-0.7318935,1.1867111,0.641598,1.4302175,-1.0302494,-0.51046616,-0.9234512,0.47601178,1.49324,-0.43178728,-2.80929,1.6963294,0.825572,3
-4.32902,-0.67954737,-3.3835447,-4.4464455,-0.24107796,2.0393167,-0.60329,-2.2405028,-0.41701746,0.91126776,2.298041,-0.68287534,1.8634945,-0.9501543,0.25786042,-0.0848711,-0.7916151,-2.902609,-1.9666872,-0.410286,-0.4308514,-1.244511,0.09083694,-0.4750337,1.2089814,1.1036106,1.9103652,-0.11155935,0.05344117,1.3198051,1.2184645,-1.9996333,-0.93728983,-0.375533,0.83731186,0.81063867,-2.4142337,-0.89390963,-0.37136555,-0.9479023,0.6760245,0.7599948,-0.21611075,-0.19878516,-2.2875435,-0.7364474,-0.19424622,-0.17007291,-1.3329966,0.08545697,3
-8.112436,0.85992736,-0.08420175,-2.7121146,2.0784109,0.97505176,-0.20230356,-3.1719599,-0.9625913,-3.4804304,0.7040891,2.1112895,-1.1268809,-2.2457173,2.3984156,0.6630648,0.3092208,1.4211583,1.1724844,0.98797023,1.5324662,-2.6091118,0.7254036,-2.134805,-1.146413,-0.9930153,-1.4119886,0.994586,0.83041006,-1.5133669,-0.4325716,2.3844125,-1.5957615,-1.1305454,0.24271,-0.21749417,-1.5043103,0.4482743,-0.6785379,2.335172,-1.51579,0.74516445,-0.38699156,-1.2429311,-1.1360103,-1.3808465,1.1475428,0.1812876,-1.155176,0.7582768,3
-2.9344432,3.0184689,-4.7368684,0.5263991,-2.3874924,0.5270271,2.9401531,-3.2815442,0.37843093,0.06354645,2.6246006,1.1936988,0.6466928,0.7899913,-1.1586149,0.15296948,4.804055,2.055799,0.77957785,2.9226053,-1.3166729,1.2013112,3.0966854,-2.041038,-0.26235998,1.4788553,-2.2172894,0.77658665,-0.79694957,1.7259364,1.445897,0.8297976,0.91597,0.038218964,1.6005906,2.149253,-0.13373671,0.68453264,0.30665514,-0.73589987,1.2316562,-1.6228114,-0.9391672,-0.119514555,0.43658412,2.8034422,-0.4052708,0.06686483,0.20493099,0.3433285,3
0.4641225,0.71612203,-0.16167545,-3.512647,0.63806725,2.0629983,0.19922733,-3.5797665,-2.0564415,0.10000805,1.1422735,1.3164052,-1.4403684,0.09487067,-0.21695596,-0.4665572,-0.51756066,-1.4859265,-0.25334355,1.3563633,-1.5876049,-1.1794655,1.5362939,2.2060516,0.013568665,0.7779955,0.15931898,-0.1117276,2.368263,0.18277968,0.43828508,-1.4176753,1.7919075,-1.4457748,0.37596664,0.42509943,-0.2130391,-0.8197452,0.507721,0.28484794,0.10561545,0.34180897,-0.51487476,-1.1266034,-0.120272525,1.3310072,-0.8342338,0.8003464,-0.57479876,0.9830662,3
-2.1440744,4.02865,-1.3593516,-3.6457057,-0.057516888,4.339497,-1.5788443,-0.8446318,0.42760155,-1.5880451,-1.854117,0.8451998,-3.6998217,-0.18529372,0.645084,-2.535584,0.29263976,-2.2484734,0.28160235,-0.42848757,-0.644144,-2.0679677,2.1554358,-0.061954748,0.118930385,0.3044702,0.4627033,-2.089202,-0.46385834,1.1111573,-0.003292001,1.3257885,1.4248842,0.48969153,-0.18590848,-1.4528729,-0.07661707,1.3855683,-1.0201622,0.4419556,1.2140324,-0.4220949,0.8006641,-0.23473053,1.0411093,0.036076665,1.1394682,-0.55251855,-0.4311598,-1.5433939,3
-4.685145,-0.21299466,-6.830913,0.49548608,-1.1949536,0.25789493,0.8176163,-1.6874552,2.0642796,-1.623746,-0.2582808,1.7692255,3.2404456,1.6600327,-0.8986657,-2.317479,0.18159586,1.4563038,0.23592493,1.802071,-0.7556774,-2.6023505,-0.23866554,0.028836042,3.60111,-1.0072966,-1.2909433,-3.380956,-2.0606096,-1.6622839,-3.2800012,-2.3559287,0.71726334,-1.4001981,-1.1958843,-1.0109533,-0.06887996,0.056006737,0.7782615,-1.9153823,-0.15139918,0.15504776,0.41531402,-1.6004008,1.8367159,-1.1904552,1.3405938,-1.2564591,-1.2937561,1.4431154,3
1.3710188,3.0449567,-3.735635,1.0470824,-2.0842278,2.2599108,-2.5734825,0.55609274,1.6334295,3.9443161,0.036266632,1.8947324,-1.1895442,2.355154,0.048408072,-0.86959654,2.3807974,0.1301263,0.23886637,-3.870635,-0.9282469,3.3226829,-1.0088258,1.4463928,0.25181964,0.75755835,-2.3533845,-0.08719114,-1.121962,2.8304708,-0.9706226,0.794367,0.32313377,0.8039141,0.294986,-2.4220939,0.2281849,1.2620097,0.91841173,1.6723998,-1.236197,-0.014696131,0.5352344,-0.17324647,1.9211385,-2.3459358,-1.4436347,-0.15122753,1.1763422,0.28804997,3
-4.1354604,3.114534,-3.4395728,-3.1890526,-3.334326,0.3921421,-1.4032534,2.8990524,-4.5118475,-5.941116,-3.1491897,4.32215,0.5762318,-2.9177392,-0.2724896,0.53550863,-1.6221269,0.80169594,-0.09209309,-0.4025234,0.82676035,1.0983735,0.9797156,-1.6129817,-2.95954,0.41739708,-2.918637,-1.7678497,-0.010586772,2.2996042,-0.8762602,-2.4867647,1.0019152,-0.11631312,2.2085085,1.2028878,0.18889832,1.98349,3.1669002,-0.503314,-0.9322075,1.3831242,1.3825735,-1.3863697,-0.23910506,1.5626609,0.42779186,-2.4334748,1.2582958,-1.0660963,3
